Fiyat,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Kimden,Orjinal,Lokal boyalı,Boyalı,Değişmiş,Belirtilmemiş,Üretim Yılı (İlk/Son),Sınıfı,Ortalama Kasko,Ortalama Trafik Sigortası,Silindir Sayısı,Tork,Maksimum Güç,Minimum Güç,Hızlanma (0-100),Maksimum Hız,Ortalama Yakıt Tüketimi,Şehir İçi Yakıt Tüketimi,Şehir Dışı Yakıt Tüketimi,Uzunluk,Genişlik,Yükseklik,Ağırlık,Boş Ağırlığı,Koltuk Sayısı,Bagaj Hacmi,Ön Lastik,Aks Aralığı
1.635.000TL,18 Şubat 2026,Nissan,Qashqai,1.6 dCi Platinum Premium Pack,2017,110.000 km,Otomatik,Dizel,SUV,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
1.350.000TL,18 Şubat 2026,Nissan,Qashqai,1.6 dCi Black Edition,2016,169.000 km,Otomatik,Dizel,SUV,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,2 boyalı,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Motor Kaputu Ön Tampon Arka Tampon,-,Sağ Ön Çamurluk Sol Ön Çamurluk,-,-,,,,,,,,,,,,,,,,,,,,,,
2.285.000TL,18 Şubat 2026,Nissan,Qashqai,1.3 DIG-T Sky Pack,2025,16.800 km,Otomatik,Benzin,SUV,Beyaz,1201 - 1400 cm3,151 - 175 HP,Önden Çekiş,,,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
1.765.000TL,18 Şubat 2026,Nissan,Qashqai,1.3 DIG-T Sky Pack Plus,2021,84.000 km,Yarı Otomatik,Benzin,SUV,Füme,1332 cc,158 hp,Önden Çekiş,"5,4 lt",55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2021 - 2021,H Segment,15.528TL,12.134TL,4.0,270 nm,5500 rpm,1600 rpm,"10,1 sn",198 km/s,"5,4 lt","6,7 lt","4,6 lt",4394 mm,1806 mm,1590 mm,1863 kg,1315 kg,5.0,401 lt,225/45 R19,2646.0
1.110.000TL,18 Şubat 2026,Nissan,Qashqai,1.2 DIG-T Tekna,2016,186.000 km,Otomatik,Benzin,SUV,Beyaz,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
1.295.000TL,18 Şubat 2026,Nissan,Qashqai,1.6 dCi Platinum Premium Pack,2016,195.000 km,Otomatik,Dizel,SUV,Beyaz,1598 cc,130 hp,Önden Çekiş,"4,6 lt",55 lt,1 boyalı,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Ön Tampon Arka Tampon,-,Sol Ön Çamurluk,-,-,2014 - 2017,H Segment,17.977TL,11.055TL,4.0,320 nm,4000 rpm,1750 rpm,"10,7 sn",182 km/s,"4,6 lt","5,3 lt","4,2 lt",4379 mm,1800 mm,1590 mm,2005 kg,1461 kg,5.0,401 lt,215/60 R17,2646.0
1.270.000TL,18 Şubat 2026,Nissan,Qashqai,1.2 DIG-T Tekna,2016,95.000 km,Otomatik,Benzin,SUV,Beyaz,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,,,2 boyalı,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Sağ Arka Kapı Sağ Ön Kapı,-,-,,,,,,,,,,,,,,,,,,,,,,
2.055.000TL,18 Şubat 2026,Nissan,Qashqai,1.3 DIG-T Sky Pack,2023,49.500 km,Otomatik,Benzin,SUV,Siyah,1201 - 1400 cm3,151 - 175 HP,AWD (Elektronik),,,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
925.000TL,18 Şubat 2026,Nissan,Qashqai,1.6 Platinum,2012,109.000 km,Otomatik,LPG & Benzin,SUV,Beyaz,1598 cc,117 hp,Önden Çekiş,"6,4 lt",65 lt,1 değişen,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,Sağ Ön Kapı,-,2012 - 2013,H Segment,15.761TL,11.525TL,4.0,158 nm,6000 rpm,4400 rpm,13 sn,174 km/s,"6,4 lt","8,1 lt","5,4 lt",4330 mm,1780 mm,1615 mm,1830 kg,1344 kg,5.0,410 lt,215/65 R16,2630.0
2.680.000TL,18 Şubat 2026,Nissan,X-Trail,1.5 DIG-T Platinum Premium,2022,42.000 km,Otomatik,Benzin,SUV,Beyaz,1497 cc,213 hp,4WD (Sürekli),"6,3 lt",55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2022 - 2024,I Segment,,,3.0,525 nm,,,7 sn,180 km/s,"6,3 lt",,,4680 mm,1840 mm,1725 mm,2380 kg,1917 kg,5.0,575 lt,235/55 R19,2705.0
1.100.000TL,18 Şubat 2026,Nissan,Qashqai,1.5 dCi Tekna Pack,2012,132.000 km,Düz,Dizel,SUV,Gri,1461 cc,110 hp,Önden Çekiş,"5,1 lt",65 lt,2 boyalı,Galeriden,Arka Kaput Sol Arka Çamurluk Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Sağ Arka Çamurluk Sağ Arka Kapı,-,-,2010 - 2012,H Segment,13.348TL,13.286TL,4.0,240 nm,4000 rpm,2000 rpm,"12,2 sn",177 km/s,"5,1 lt","5,9 lt","4,7 lt",4330 mm,1783 mm,1615 mm,1930 kg,1407 kg,5.0,410 lt,215/65 R16,2630.0
765.000TL,18 Şubat 2026,Nissan,Qashqai,1.6 Tekna,2012,172.000 km,Otomatik,Benzin,SUV,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,"1 değişen, 3 boyalı",Galeriden,Sağ Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Arka Kaput Sol Arka Çamurluk Sağ Ön Çamurluk,Motor Kaputu,-,,,,,,,,,,,,,,,,,,,,,,
1.125.000TL,18 Şubat 2026,Nissan,Qashqai,1.6 dCi Sky Pack,2016,196.000 km,Otomatik,Dizel,SUV,Füme,1598 cc,130 hp,Önden Çekiş,"4,6 lt",55 lt,3 değişen,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,Sağ Arka Kapı Sağ Ön Kapı Sağ Ön Çamurluk,-,2015 - 2017,H Segment,17.538TL,12.022TL,4.0,320 nm,4000 rpm,1750 rpm,"10,7 sn",182 km/s,"4,6 lt","5,3 lt","4,2 lt",4379 mm,1800 mm,1590 mm,2005 kg,1461 kg,5.0,401 lt,225/45 R19,2646.0
1.492.500TL,18 Şubat 2026,Nissan,X-Trail,1.6 dCi Platinum,2016,155.000 km,Otomatik,Dizel,SUV,Beyaz,1598 cc,130 hp,Önden Çekiş,"5,1 lt",60 lt,3 boyalı,Galeriden,Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Ön Tampon Arka Tampon,-,Sağ Arka Çamurluk Arka Kaput Sol Ön Çamurluk,-,-,2014 - 2015,I Segment,16.177TL,11.432TL,4.0,320 nm,4000 rpm,1750 rpm,"11,4 sn",180 km/s,"5,1 lt","5,8 lt","4,7 lt",4643 mm,1820 mm,1695 mm,2135 kg,1540 kg,7.0,550 lt,225/55 R19,2706.0
1.375.000TL,18 Şubat 2026,Nissan,Navara,2.3 dCi 4x4,2016,160.000 km,Otomatik,Dizel,Hard top,Turuncu,2298 cc,190 hp,4WD (Sürekli),"7,4 lt",80 lt,1 lokal boyalı,Galeriden,Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,Sağ Arka Çamurluk,-,-,-,2016 - 2022,K Segment,,,4.0,450 nm,3750 rpm,1500 rpm,"10,8 sn",180 km/s,"7,4 lt","9,1 lt","6,4 lt",5330 mm,1850 mm,1840 mm,3250 kg,2135 kg,5.0,,255/60 R18,3150.0
875.000TL,18 Şubat 2026,Nissan,Juke,1.5 dCi Black Edition,2014,134.000 km,Düz,Dizel,SUV,Beyaz,1461 cc,110 hp,Önden Çekiş,4 lt,46 lt,"1 değişen, 3 boyalı, 1 lokal boyalı",Galeriden,Sağ Arka Çamurluk Arka Kaput Sağ Arka Kapı Sağ Ön Kapı Tavan Motor Kaputu Ön Tampon Arka Tampon,Sağ Ön Çamurluk,Sol Arka Çamurluk Sol Ön Kapı Sol Ön Çamurluk,Sol Arka Kapı,-,2014 - 2017,B Segment,14.518TL,13.654TL,4.0,260 nm,4000 rpm,2750 rpm,"11,2 sn",175 km/s,4 lt,"4,6 lt","3,7 lt",4135 mm,1765 mm,1565 mm,1770 kg,1305 kg,5.0,354 lt,205/60 R16,2530.0
885.000TL,18 Şubat 2026,Nissan,Juke,1.5 dCi Visia,2018,90.000 km,Düz,Dizel,SUV,Füme,1461 cc,110 hp,Önden Çekiş,4 lt,46 lt,"2 boyalı, 1 lokal boyalı",Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Sol Ön Çamurluk Ön Tampon Arka Tampon,Motor Kaputu,Sağ Arka Kapı Sağ Ön Kapı,-,-,2014 - 2019,B Segment,16.754TL,11.974TL,4.0,260 nm,4000 rpm,2750 rpm,"11,2 sn",175 km/s,4 lt,"4,6 lt","3,7 lt",4135 mm,1765 mm,1565 mm,1770 kg,1305 kg,5.0,354 lt,205/60 R16,2530.0
1.100.000TL,18 Şubat 2026,Nissan,Navara,2.3 dCi 4x2,2016,168.159 km,Düz,Dizel,SUV,Beyaz,2001 - 2500 cm3,151 - 175 HP,Arkadan İtiş,,,"1 boyalı, 1 lokal boyalı",Galeriden,Sağ Arka Çamurluk Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,Sol Arka Kapı,Arka Kaput,-,-,,,,,,,,,,,,,,,,,,,,,,
2.610.000TL,18 Şubat 2026,Nissan,X-Trail,1.5 DIG-T Platinum Premium,2022,49.000 km,Otomatik,Benzin,SUV,Gri,1497 cc,213 hp,4WD (Sürekli),"6,3 lt",55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2022 - 2024,I Segment,,,3.0,525 nm,,,7 sn,180 km/s,"6,3 lt",,,4680 mm,1840 mm,1725 mm,2380 kg,1917 kg,5.0,575 lt,235/55 R19,2705.0
1.575.950TL,18 Şubat 2026,Nissan,Juke,1.0 DIG-T Tekna,2025,19.260 km,Yarı Otomatik,Benzin,SUV,Gri,999 cc,115 hp,Önden Çekiş,"5,2 lt",46 lt,Tamamı orjinal,Yetkili Bayiden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2020 - 2024,B Segment,11.957TL,10.795TL,3.0,200 nm,5250 rpm,3000 rpm,"11,8 sn",180 km/s,"5,2 lt","5,9 lt","4,8 lt",4210 mm,1800 mm,1595 mm,,1187 kg,5.0,422 lt,215/60 R17,2636.0
749.950TL,18 Şubat 2026,Nissan,Qashqai,1.5 dCi Tekna Pack,2013,280.000 km,Düz,Dizel,SUV,Füme,1461 cc,110 hp,Önden Çekiş,"5,1 lt",65 lt,1 boyalı,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Motor Kaputu,-,-,2010 - 2012,H Segment,13.348TL,13.286TL,4.0,240 nm,4000 rpm,2000 rpm,"12,2 sn",177 km/s,"5,1 lt","5,9 lt","4,7 lt",4330 mm,1783 mm,1615 mm,1930 kg,1407 kg,5.0,410 lt,215/65 R16,2630.0
910.000TL,18 Şubat 2026,Nissan,Navara,2.5 TDI 4x2 SE,2012,179.000 km,Otomatik,Dizel,Hard top,Siyah,2488 cc,163 hp,Arkadan İtiş,"8,7 lt",80 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2011 - 2014,K Segment,,,4.0,403 nm,4000 rpm,2000 rpm,"11,6 sn",170 km/s,"8,7 lt","11,5 lt","7,1 lt",5396 mm,1848 mm,1790 mm,2805 kg,2000 kg,5.0,890 lt,257/70 R16,3200.0
940.000TL,17 Şubat 2026,Nissan,Juke,1.6 Tekna,2014,142.000 km,Otomatik,Benzin,SUV,Beyaz,1598 cc,117 hp,Önden Çekiş,"6,3 lt",46 lt,1 lokal boyalı,Sahibinden,Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,Sağ Arka Çamurluk,-,-,-,2014 - 2019,B Segment,14.518TL,15.198TL,4.0,158 nm,6000 rpm,4000 rpm,"11,5 sn",170 km/s,"6,3 lt","8,3 lt","5,2 lt",4135 mm,1765 mm,1565 mm,1680 kg,1205 kg,5.0,354 lt,205/60 R16,2530.0
1.000.000TL,17 Şubat 2026,Nissan,Juke,1.5 dCi Black Edition,2015,105.000 km,Düz,Dizel,SUV,Beyaz,1461 cc,110 hp,Önden Çekiş,4 lt,46 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2014 - 2017,B Segment,14.518TL,13.654TL,4.0,260 nm,4000 rpm,2750 rpm,"11,2 sn",175 km/s,4 lt,"4,6 lt","3,7 lt",4135 mm,1765 mm,1565 mm,1770 kg,1305 kg,5.0,354 lt,205/60 R16,2530.0
908.500TL,17 Şubat 2026,Nissan,Qashqai+2,1.5 dCi Tekna Pack,2013,183.000 km,Düz,Dizel,SUV,Beyaz,1461 cc,110 hp,Önden Çekiş,"5,1 lt",65 lt,4 lokal boyalı,Sahibinden,-,Sağ Arka Çamurluk Arka Kaput Sağ Ön Kapı Motor Kaputu,-,-,Sol Arka Çamurluk Sağ Arka Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Sol Ön Çamurluk Ön Tampon Arka Tampon,2010 - 2014,H Segment,13.348TL,13.286TL,4.0,240 nm,4000 rpm,2000 rpm,"12,2 sn",177 km/s,"5,1 lt","5,9 lt","4,7 lt",4541 mm,1780 mm,1645 mm,2170 kg,1511 kg,7.0,450 lt,215/60 R17,2765.0
1.240.000TL,17 Şubat 2026,Nissan,Qashqai,1.5 dCi Tekna,2019,219.000 km,Yarı Otomatik,Dizel,SUV,Beyaz,1461 cc,115 hp,Önden Çekiş,4 lt,55 lt,"2 değişen, 3 boyalı",Sahibinden,Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Motor Kaputu Sol Ön Çamurluk Arka Tampon,-,Sağ Arka Çamurluk Sağ Ön Çamurluk Ön Tampon,Sağ Arka Kapı Sağ Ön Kapı,-,2019 - 2021,H Segment,16.546TL,11.594TL,4.0,260 nm,3750 rpm,1750 rpm,13 sn,183 km/s,4 lt,"4,5 lt","3,8 lt",4394 mm,1806 mm,1590 mm,1945 kg,1400 kg,5.0,401 lt,215/60 R17,2646.0
1.425.000TL,17 Şubat 2026,Nissan,Qashqai,1.6 dCi Tekna,2018,149.000 km,Otomatik,Dizel,SUV,Beyaz,1598 cc,130 hp,Önden Çekiş,"4,7 lt",55 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2017 - 2019,H Segment,14.536TL,11.446TL,4.0,320 nm,4000 rpm,1750 rpm,"11,1 sn",183 km/s,"4,7 lt","5,3 lt","4,4 lt",4394 mm,1806 mm,1590 mm,2036 kg,1492 kg,5.0,401 lt,215/60 R17,2646.0
1.255.000TL,17 Şubat 2026,Nissan,Qashqai,1.2 DIG-T Sky Pack,2015,89.850 km,Otomatik,Benzin,SUV,Kırmızı,1197 cc,115 hp,Önden Çekiş,"5,6 lt",55 lt,"3 değişen, 2 boyalı",Sahibinden,-,-,Sağ Arka Çamurluk Sağ Ön Kapı,Sağ Arka Kapı Sağ Ön Çamurluk Motor Kaputu,Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Sol Ön Çamurluk Ön Tampon Arka Tampon,2014 - 2017,H Segment,14.536TL,12.022TL,4.0,165 nm,4500 rpm,2000 rpm,"12,9 sn",173 km/s,"5,6 lt","6,6 lt","5,1 lt",4379 mm,1800 mm,1590 mm,1880 kg,1332 kg,5.0,401 lt,215/65 R16,2646.0
550.000TL,17 Şubat 2026,Nissan,X-Trail,2.0 Luxury,2003,275.000 km,Otomatik,LPG & Benzin,SUV,Mavi (metalik),1998 cc,140 hp,4WD (Sürekli),10 lt,60 lt,Belirtilmemiş,Sahibinden,-,-,-,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2001 - 2004,I Segment,,,4.0,192 nm,6000 rpm,4800 rpm,"13,1 sn",163 km/s,10 lt,"13,2 lt","8,1 lt",4510 mm,1765 mm,1750 mm,2000 kg,1515 kg,5.0,410 lt,215/65 R16,2625.0
1.340.000TL,17 Şubat 2026,Nissan,Qashqai,1.5 dCi Black Edition,2017,193.000 km,Düz,Dizel,SUV,Siyah,1461 cc,110 hp,Önden Çekiş,"3,8 lt",55 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2014 - 2017,H Segment,15.946TL,11.521TL,4.0,260 nm,4000 rpm,1750 rpm,"12,4 sn",180 km/s,"3,8 lt","4,2 lt","3,6 lt",4379 mm,1800 mm,1590 mm,1910 kg,1365 kg,5.0,401 lt,215/60 R17,2646.0
925.000TL,17 Şubat 2026,Nissan,Juke,1.5 dCi Special Edition,2014,165.000 km,Düz,Dizel,SUV,Sarı,1461 cc,110 hp,Önden Çekiş,4 lt,46 lt,Tamamı orjinal,Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2014 - 2019,B Segment,14.518TL,12.752TL,4.0,260 nm,4000 rpm,2750 rpm,"11,2 sn",175 km/s,4 lt,"4,6 lt","3,7 lt",4135 mm,1765 mm,1565 mm,1770 kg,1305 kg,5.0,354 lt,225/45 R18,2530.0
690.000TL,17 Şubat 2026,Nissan,Juke,1.5 dCi Skypack,2017,325.000 km,Düz,Dizel,SUV,Kırmızı,1461 cc,110 hp,Önden Çekiş,4 lt,46 lt,"2 değişen, 6 boyalı, 1 lokal boyalı",Sahibinden,-,Tavan,Sağ Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Sol Arka Kapı Sol Ön Kapı Motor Kaputu,Sağ Ön Çamurluk Sol Ön Çamurluk,Arka Kaput Sol Arka Çamurluk Ön Tampon Arka Tampon,2014 - 2019,B Segment,14.518TL,13.654TL,4.0,260 nm,4000 rpm,2750 rpm,"11,2 sn",175 km/s,4 lt,"4,6 lt","3,7 lt",4135 mm,1765 mm,1565 mm,1770 kg,1305 kg,5.0,354 lt,205/60 R16,2530.0
1.100.000TL,17 Şubat 2026,Nissan,Juke,1.6 Skypack,2016,95.600 km,Otomatik,LPG & Benzin,SUV,Kırmızı,1598 cc,117 hp,Önden Çekiş,"6,3 lt",46 lt,"2 değişen, 3 boyalı",Sahibinden,Arka Kaput Sol Arka Çamurluk Tavan Sol Ön Kapı Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Sağ Arka Çamurluk Sağ Arka Kapı Sol Arka Kapı,Sağ Ön Kapı Sağ Ön Çamurluk,-,2014 - 2019,B Segment,13.260TL,12.752TL,4.0,158 nm,6000 rpm,4000 rpm,"11,5 sn",170 km/s,"6,3 lt","8,3 lt","5,2 lt",4135 mm,1765 mm,1565 mm,1680 kg,1205 kg,5.0,354 lt,205/60 R16,2530.0
1.665.000TL,17 Şubat 2026,Nissan,Qashqai,1.6 dCi Sky Pack,2018,125.000 km,Otomatik,Dizel,SUV,Siyah,1598 cc,130 hp,Önden Çekiş,"4,7 lt",55 lt,1 lokal boyalı,Sahibinden,-,Sağ Arka Çamurluk,-,-,Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2017 - 2018,H Segment,17.538TL,12.022TL,4.0,320 nm,4000 rpm,1750 rpm,"11,1 sn",183 km/s,"4,7 lt","5,3 lt","4,4 lt",4394 mm,1806 mm,1590 mm,2036 kg,1492 kg,5.0,401 lt,215/60 R17,2646.0
1.810.000TL,20 Şubat 2026,Nissan,X-Trail,1.5 DIG-T Platinum,2019,90.000 km,Otomatik,Benzin,SUV,Gri,1201 - 1400 cm3,151 - 175 HP,Önden Çekiş,,,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
1.789.500TL,20 Şubat 2026,Nissan,Qashqai,1.5 dCi Sky Pack,2020,103.942 km,Yarı Otomatik,Dizel,SUV,Beyaz,1461 cc,115 hp,Önden Çekiş,4 lt,55 lt,"1 değişen, 1 lokal boyalı",Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Ön Tampon Arka Tampon,Sol Ön Çamurluk,-,Sağ Ön Kapı,-,2019 - 2021,H Segment,15.261TL,11.594TL,4.0,260 nm,3750 rpm,1750 rpm,13 sn,183 km/s,4 lt,"4,5 lt","3,8 lt",4394 mm,1806 mm,1590 mm,1945 kg,1400 kg,5.0,401 lt,215/60 R17,2646.0
1.874.000TL,20 Şubat 2026,Nissan,Qashqai,1.5 dCi Midnight Edition,2020,50.000 km,Yarı Otomatik,Dizel,SUV,Gri,1461 cc,115 hp,Önden Çekiş,4 lt,55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2020 - 2021,H Segment,15.261TL,11.594TL,4.0,260 nm,3750 rpm,1750 rpm,13 sn,183 km/s,4 lt,"4,5 lt","3,8 lt",4394 mm,1806 mm,1590 mm,1945 kg,1400 kg,5.0,401 lt,215/60 R17,2646.0
1.319.900TL,20 Şubat 2026,Nissan,Qashqai,1.2 DIG-T Visia,2018,72.545 km,Otomatik,Benzin,SUV,Gri,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,,,3 boyalı,Galeriden,Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Sağ Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı,-,-,,,,,,,,,,,,,,,,,,,,,,
